

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
1503B.OP7     STAGE 2 CALIBRATION 1503B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

        Actual 1503B.OP7|
 Year    Catch  MDL Cat | Compare
 ==== ======== ======== |========
2009    none     none     none     none     25767     -NA-     -NA-     -NA-     -NA-     -NA-    1.197
2010    none     none     none     none     38457     -NA-     -NA-     -NA-     -NA-     -NA-    0.904
2011    none     none     none     none     43925     -NA-     -NA-     -NA-     -NA-     -NA-    0.826
2012    none     none     none     none     27812     -NA-     -NA-     -NA-     -NA-     -NA-    1.235
2013    none     none     none     none     34023     -NA-     -NA-     -NA-     -NA-     -NA-    1.031
2014    none     none     none     none     33611     -NA-     -NA-     -NA-     -NA-     -NA-    1.148
2015    none     none     none     none     50360     -NA-     -NA-     -NA-     -NA-     -NA-    0.959
Average Magnitudes                                                                       0.000    0.115

ESCAPEMENT CALIBRATION FOR LYF
1503B.OP7     STAGE 2 CALIBRATION 1503B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none       500     -NA-     -NA-     -NA-     -NA-     -NA-    1.026
1980    none     none     none     none       450     -NA-     -NA-     -NA-     -NA-     -NA-    1.085
1981    none     none     none     none       340     -NA-     -NA-     -NA-     -NA-     -NA-    0.898
1982    none     none     none     none       720     -NA-     -NA-     -NA-     -NA-     -NA-    0.700
1983    none     none     none     none       428     -NA-     -NA-     -NA-     -NA-     -NA-    1.308
1984    none     none     none     none       324     -NA-     -NA-     -NA-     -NA-     -NA-    1.170
1985    none     none     none     none       438     -NA-     -NA-     -NA-     -NA-     -NA-    1.167
1986    none     none     none     none       449     -NA-     -NA-     -NA-     -NA-     -NA-    0.703
1987    none     none     none     none       253     -NA-     -NA-     -NA-     -NA-     -NA-    1.341
1988    none     none     none     none       368     -NA-     -NA-     -NA-     -NA-     -NA-    0.785
1989    none     none     none     none       295     -NA-     -NA-     -NA-     -NA-     -NA-    0.956
1990    none     none     none     none        78     -NA-     -NA-     -NA-     -NA-     -NA-    3.210
1991    none     none     none     none       318     -NA-     -NA-     -NA-     -NA-     -NA-    0.757
1992    none     none     none     none       549     -NA-     -NA-     -NA-     -NA-     -NA-    0.979
1993    none     none     none     none       742     -NA-     -NA-     -NA-     -NA-     -NA-    0.807
1994    none     none     none     none       406     -NA-     -NA-     -NA-     -NA-     -NA-    1.219
1995    none     none     none     none       350     -NA-     -NA-     -NA-     -NA-     -NA-    1.025
1996    none     none     none     none       639     -NA-     -NA-     -NA-     -NA-     -NA-    0.830
1997    none     none     none     none       797     -NA-     -NA-     -NA-     -NA-     -NA-    0.863
1998    none     none     none     none       306     -NA-     -NA-     -NA-     -NA-     -NA-    2.253
1999    none     none     none     none       905     -NA-     -NA-     -NA-     -NA-     -NA-    1.008
2000    none     none     none     none      1148     -NA-     -NA-     -NA-     -NA-     -NA-    1.607
2001    none     none     none     none      5163     -NA-     -NA-     -NA-     -NA-     -NA-    0.443
2002    none     none     none     none      2116     -NA-     -NA-     -NA-     -NA-     -NA-    1.904
2003    none     none     none     none      3856     -NA-     -NA-     -NA-     -NA-     -NA-    0.892
2004    none     none     none     none      2983     -NA-     -NA-     -NA-     -NA-     -NA-    0.886
2005    none     none     none     none      2602     -NA-     -NA-     -NA-     -NA-     -NA-    1.261
2006    none     none     none     none      2483     -NA-     -NA-     -NA-     -NA-     -NA-    0.910
2007    none     none     none     none      2016     -NA-     -NA-     -NA-     -NA-     -NA-    0.940
2008    none     none     none     none      2222     -NA-     -NA-     -NA-     -NA-     -NA-    1.144
2009    none     none     none     none      1431     -NA-     -NA-     -NA-     -NA-     -NA-    1.915
2010    none     none     none     none      9583     -NA-     -NA-     -NA-     -NA-     -NA-    0.766
2011    none     none     none     none      7895     -NA-     -NA-     -NA-     -NA-     -NA-    1.099
2012    none     none     none     none     12797     -NA-     -NA-     -NA-     -NA-     -NA-    1.033
2013    none     none     none     none     20425     -NA-     -NA-     -NA-     -NA-     -NA-    0.810
2014    none     none     none     none     14172     -NA-     -NA-     -NA-     -NA-     -NA-    1.270
2015    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.309

TERMINAL RUN CALIBRATION FOR MCB
1503B.OP7     STAGE 2 CALIBRATION 1503B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1980    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1981    none       300     4100      100     4500     -NA-    4.829    0.975    1.000    0.278    1.233
1982    none      2700     4200     1900     8800     -NA-    1.475    0.747    1.053    0.278    1.036
1983    none      2700    10100     1700    14500     -NA-    0.936    0.871    0.950    0.108    0.892
1984    none       900     6200     4600    11700     -NA-    0.909    0.871    1.005    0.077    0.926
1985    none      1000     2400     2300     5700     -NA-    3.200    0.833    1.422    0.627    1.486
1986    none      7200     9300      800    17300     -NA-    1.527    0.873    1.602    0.316    1.179
1987    none     13600    37500     5900    57000     -NA-    1.694    0.758    0.827    0.343    0.988
1988    none      7400    58500    12000    77900     -NA-    1.797    1.078    1.440    0.202    1.202
1989    none      9500    33200    50500    93200     -NA-    1.120    1.030    0.722    0.173    0.873
1990    none      4600    26700    27600    58900     -NA-    1.066    1.003    0.750    0.124    0.889
1991    none      6100    12700    16600    35400     -NA-    1.007    0.974    0.927    0.045    0.958
1992    none      6400    17500     7300    31200     -NA-    1.031    0.864    1.003    0.084    0.931
1993    none      4900    15500     7100    27500     -NA-    1.554    1.065    1.330    0.221    1.221
1994    none      3100    19800    10900    33800     -NA-    1.328    0.980    0.890    0.078    0.982
1995    none      9300     9900    15000    34200     -NA-    0.813    1.120    0.846    0.153    0.916
1996    none     23100    26600    10000    59700     -NA-    0.675    0.844    0.781    0.232    0.768
1997    none      4600    46300     8000    58900     -NA-    1.044    0.900    1.736    0.182    1.025
1998    none      8900    15600    12800    37300     -NA-    1.186    0.862    1.946    0.427    1.311
1999    none     10200    34000     6600    50800     -NA-    0.487    0.904    1.296    0.205    0.871
2000    none      6000    12800    18400    37200     -NA-    1.590    1.129    1.086    0.182    1.182
2001    none     31400    39100     6100    76600     -NA-    0.799    0.720    1.587    0.272    0.821
2002    none     31700    65700    11000   108400     -NA-    1.062    1.074    1.675    0.131    1.131
2003    none     11400    95600    43300   150300     -NA-    1.245    1.024    1.033    0.043    1.043
2004    none     24200    36400    62000   122600     -NA-    0.796    1.070    0.932    0.095    0.946
2005    none     17700    52000    28200    97900     -NA-    0.786    0.999    0.811    0.094    0.906
2006    none     15222    41271    23978    80471     -NA-    0.683    0.888    1.209    0.180    0.945
2007    none     13119    23104    11352    47575     -NA-    0.899    1.119    1.741    0.262    1.207
2008    none     23923    37604    13962    75489     -NA-    0.683    0.887    1.149    0.185    0.871
2009    none     10545    47760    14764    73069     -NA-    0.821    0.957    1.378    0.130    1.023
2010    none     33604    28615    16718    78937     -NA-    0.617    0.854    1.576    0.338    0.906
2011    none     14709    64394     8160    87263     -NA-    0.671    0.895    1.743    0.203    0.936
2012    none     24470    24715    12665    61850     -NA-    1.294    1.105    2.554    0.476    1.476
2013    none    106059   121687    15688   243434     -NA-    0.546    0.783    1.144    0.315    0.703
2014    none     16721   149515    37498   203734     -NA-    0.935    1.038    1.511    0.127    1.117
2015    none     20100    41000    52200   113300     -NA-    1.000    1.026    1.811    0.383    1.383
Average Magnitudes                                                                       0.216    0.149

            Age-Statistic            Total-Stats 
Stock Group 1503B.OP7
========================
AKS   0.34719   0.15542
NTH   0.00000   0.06088
FRE   0.00000   0.10701
FRL   0.14648   0.09545
